position,song,artist,genre,mood
35,Los del Espacio,LIT killah,,
36,TULUM,Peso Pluma,,
37,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
38,El Azul,Junior H & Peso Pluma,,
39,I'm Good (Blue),David Guetta & Bebe Rexha,,
40,Angels Like You,Miley Cyrus,,
41,Die For You,The Weeknd,,
42,See You Again (feat. Kali Uchis),Tyler The Creator,,
43,Dance The Night (From Barbie The Album),Dua Lipa,,
44,Mine (Taylor's Version),Taylor Swift,,
45,I Ain't Worried,OneRepublic,,
46,Die For You (with Ariana Grande) - Remix,The Weeknd,,
47,Starboy,The Weeknd,,
48,Another Love,Tom Odell,,
49,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,,
50,El Cielo,Sky Rompiendo & Feid & Myke Towers,,
1,LALA,Myke Towers,,
2,vampire,Olivia Rodrigo,,
3,Cruel Summer,Taylor Swift,,
4,WHERE SHE GOES,Bad Bunny,,
5,Ella Baila Sola,Eslabon Armado,,
6,Sprinter,Dave & Central Cee,,
7,Flowers,Miley Cyrus,,
8,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
9,Columbia,Quevedo,,
10,fukumean,Gunna,,
11,un x100to,Grupo Frontera & Bad Bunny,,
12,Daylight,David Kushner,,
13,As It Was,Harry Styles,,
14,Super Shy,NewJeans,,
15,Kill Bill,SZA,,
16,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
17,Cupid - Twin Ver.,FIFTY FIFTY,,
18,Classy 101,Feid & Young Miko,,
19,LADY GAGA,Peso Pluma,,
20,MOJABI GHOST,Tainy,,
21,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
22,SABOR FRESA,Fuerza Regida,,
23,I Wanna Be Yours,Arctic Monkeys,,
24,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
25,Calm Down (with Selena Gomez),Rema,,
26,Anti-Hero,Taylor Swift,,
27,Blank Space,Taylor Swift,,
28,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
29,Style,Taylor Swift,,
30,Last Night,Morgan Wallen,,
31,TQG,KAROL G,,
32,TULUM,Peso Pluma,,
33,Los del Espacio,LIT killah,,
34,Dance The Night (From Barbie The Album),Dua Lipa,,
35,Angels Like You,Miley Cyrus,,
36,I'm Good (Blue),David Guetta & Bebe Rexha,,
37,TQM,Fuerza Regida,,
38,Enchanted (Taylor's Version),Taylor Swift,,
39,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
40,I Ain't Worried,OneRepublic,,
41,See You Again (feat. Kali Uchis),Tyler The Creator,,
42,El Azul,Junior H & Peso Pluma,,
43,Die For You,The Weeknd,,
44,Like Crazy,Jimin,,
45,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
46,Back To December (Taylor's Version),Taylor Swift,,
47,El Cielo,Sky Rompiendo & Feid & Myke Towers,,
48,Die For You (with Ariana Grande) - Remix,The Weeknd,,
49,Starboy,The Weeknd,,
50,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,vampire,Olivia Rodrigo,,
4,Cruel Summer,Taylor Swift,,
5,Ella Baila Sola,Eslabon Armado,,
6,WHERE SHE GOES,Bad Bunny,,
7,Columbia,Quevedo,,
8,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
9,un x100to,Grupo Frontera & Bad Bunny,,
10,Sprinter,Dave & Central Cee,,
11,Flowers,Miley Cyrus,,
12,fukumean,Gunna,,
13,As It Was,Harry Styles,,
14,Super Shy,NewJeans,,
15,Daylight,David Kushner,,
16,Cupid - Twin Ver.,FIFTY FIFTY,,
17,Kill Bill,SZA,,
18,Classy 101,Feid & Young Miko,,
19,What Was I Made For?,Billie Eilish,,
20,LADY GAGA,Peso Pluma,,
21,Like Crazy,Jimin,,
22,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
23,SABOR FRESA,Fuerza Regida,,
24,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
25,Calm Down (with Selena Gomez),Rema,,
26,MOJABI GHOST,Tainy,,
27,TULUM,Peso Pluma,,
28,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
29,I Wanna Be Yours,Arctic Monkeys,,
30,TQM,Fuerza Regida,,
31,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
32,TQG,KAROL G,,
33,El Azul,Junior H & Peso Pluma,,
34,Los del Espacio,LIT killah,,
35,Last Night,Morgan Wallen,,
36,Rush,Troye Sivan,,
37,Anti-Hero,Taylor Swift,,
38,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
39,Blank Space,Taylor Swift,,
40,Style,Taylor Swift,,
41,I'm Good (Blue),David Guetta & Bebe Rexha,,
42,Dance The Night (From Barbie The Album),Dua Lipa,,
43,Tá OK,DENNIS & MC Kevin o Chris,,
44,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
45,See You Again (feat. Kali Uchis),Tyler The Creator,,
46,I Ain't Worried,OneRepublic,,
47,Angels Like You,Miley Cyrus,,
48,El Cielo,Sky Rompiendo & Feid & Myke Towers,,
49,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,,
50,AMARGURA,KAROL G,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto & BTS,,
2,LALA,Myke Towers,,
3,Cruel Summer,Taylor Swift,,
4,vampire,Olivia Rodrigo,,
5,Ella Baila Sola,Eslabon Armado,,
6,WHERE SHE GOES,Bad Bunny,,
7,Sprinter,Dave & Central Cee,,
8,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
9,un x100to,Grupo Frontera & Bad Bunny,,
10,Columbia,Quevedo,,
11,fukumean,Gunna,,
12,Super Shy,NewJeans,,
13,Daylight,David Kushner,,
14,Flowers,Miley Cyrus,,
15,Cupid - Twin Ver.,FIFTY FIFTY,,
16,As It Was,Harry Styles,,
17,Kill Bill,SZA,,
18,What Was I Made For?,Billie Eilish,,
19,Like Crazy,Jimin,,
20,Classy 101,Feid & Young Miko,,
21,LADY GAGA,Peso Pluma,,
22,I Wanna Be Yours,Arctic Monkeys,,
23,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
24,SABOR FRESA,Fuerza Regida,,
25,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
26,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
27,El Azul,Junior H & Peso Pluma,,
28,TULUM,Peso Pluma,,
29,Calm Down (with Selena Gomez),Rema,,
30,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
31,Last Night,Morgan Wallen,,
32,TQM,Fuerza Regida,,
33,MOJABI GHOST,Tainy,,
34,Style,Taylor Swift,,
35,Anti-Hero,Taylor Swift,,
36,Blank Space,Taylor Swift,,
37,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
38,TQG,KAROL G,,
39,See You Again (feat. Kali Uchis),Tyler The Creator,,
40,Rush,Troye Sivan,,
41,Los del Espacio,LIT killah,,
42,Angels Like You,Miley Cyrus,,
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
44,I Ain't Worried,OneRepublic,,
45,Dance The Night (From Barbie The Album),Dua Lipa,,
46,Die For You,The Weeknd,,
47,Starboy,The Weeknd,,
48,I'm Good (Blue),David Guetta & Bebe Rexha,,
49,Die For You (with Ariana Grande) - Remix,The Weeknd,,
50,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto & BTS,,
2,LALA,Myke Towers,,
3,Cruel Summer,Taylor Swift,,
4,vampire,Olivia Rodrigo,,
5,Ella Baila Sola,Eslabon Armado,,
6,WHERE SHE GOES,Bad Bunny,,
7,Sprinter,Dave & Central Cee,,
8,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
9,un x100to,Grupo Frontera & Bad Bunny,,
10,Columbia,Quevedo,,
11,fukumean,Gunna,,
12,Super Shy,NewJeans,,
13,Daylight,David Kushner,,
14,Flowers,Miley Cyrus,,
15,Cupid - Twin Ver.,FIFTY FIFTY,,
16,As It Was,Harry Styles,,
17,Kill Bill,SZA,,
18,What Was I Made For?,Billie Eilish,,
19,Like Crazy,Jimin,,
20,Classy 101,Feid & Young Miko,,
21,LADY GAGA,Peso Pluma,,
22,I Wanna Be Yours,Arctic Monkeys,,
23,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
24,SABOR FRESA,Fuerza Regida,,
25,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
26,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
27,El Azul,Junior H & Peso Pluma,,
28,TULUM,Peso Pluma,,
29,Calm Down (with Selena Gomez),Rema,,
30,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
31,Last Night,Morgan Wallen,,
32,TQM,Fuerza Regida,,
33,MOJABI GHOST,Tainy,,
34,Style,Taylor Swift,,
35,Anti-Hero,Taylor Swift,,
36,Blank Space,Taylor Swift,,
37,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
38,TQG,KAROL G,,
39,See You Again (feat. Kali Uchis),Tyler The Creator,,
40,Rush,Troye Sivan,,
41,Los del Espacio,LIT killah,,
42,Angels Like You,Miley Cyrus,,
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
44,I Ain't Worried,OneRepublic,,
45,Dance The Night (From Barbie The Album),Dua Lipa,,
46,Die For You,The Weeknd,,
47,Starboy,The Weeknd,,
48,I'm Good (Blue),David Guetta & Bebe Rexha,,
49,Die For You (with Ariana Grande) - Remix,The Weeknd,,
50,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,vampire,Olivia Rodrigo,,
4,Cruel Summer,Taylor Swift,,
5,Sprinter,Dave & Central Cee,,
6,Columbia,Quevedo,,
7,WHERE SHE GOES,Bad Bunny,,
8,fukumean,Gunna,,
9,Ella Baila Sola,Eslabon Armado,,
10,Super Shy,NewJeans,,
11,Daylight,David Kushner,,
12,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
13,Flowers,Miley Cyrus,,
14,un x100to,Grupo Frontera & Bad Bunny,,
15,As It Was,Harry Styles,,
16,Kill Bill,SZA,,
17,Cupid - Twin Ver.,FIFTY FIFTY,,
18,What Was I Made For?,Billie Eilish,,
19,Like Crazy,Jimin,,
20,Classy 101,Feid & Young Miko,,
21,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
22,I Wanna Be Yours,Arctic Monkeys,,
23,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
24,LADY GAGA,Peso Pluma,,
25,Calm Down (with Selena Gomez),Rema,,
26,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
27,SABOR FRESA,Fuerza Regida,,
28,MOJABI GHOST,Tainy,,
29,Rush,Troye Sivan,,
30,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
31,Last Night,Morgan Wallen,,
32,Anti-Hero,Taylor Swift,,
33,Style,Taylor Swift,,
34,Blank Space,Taylor Swift,,
35,Dance The Night (From Barbie The Album),Dua Lipa,,
36,Los del Espacio,LIT killah,,
37,See You Again (feat. Kali Uchis),Tyler The Creator,,
38,TQG,KAROL G,,
39,TULUM,Peso Pluma,,
40,El Azul,Junior H & Peso Pluma,,
41,I'm Good (Blue),David Guetta & Bebe Rexha,,
42,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
43,TQM,Fuerza Regida,,
44,Angels Like You,Miley Cyrus,,
45,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
46,I Ain't Worried,OneRepublic,,
47,Die For You,The Weeknd,,
48,Starboy,The Weeknd,,
49,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
50,Die For You (with Ariana Grande) - Remix,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,vampire,Olivia Rodrigo,,
4,Cruel Summer,Taylor Swift,,
5,Sprinter,Dave & Central Cee,,
6,fukumean,Gunna,,
7,WHERE SHE GOES,Bad Bunny,,
8,Columbia,Quevedo,,
9,Ella Baila Sola,Eslabon Armado,,
10,Super Shy,NewJeans,,
11,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
12,Flowers,Miley Cyrus,,
13,Daylight,David Kushner,,
14,un x100to,Grupo Frontera & Bad Bunny,,
15,As It Was,Harry Styles,,
16,Kill Bill,SZA,,
17,Cupid - Twin Ver.,FIFTY FIFTY,,
18,Classy 101,Feid & Young Miko,,
19,What Was I Made For?,Billie Eilish,,
20,Like Crazy,Jimin,,
21,I Wanna Be Yours,Arctic Monkeys,,
22,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
23,Calm Down (with Selena Gomez),Rema,,
24,LADY GAGA,Peso Pluma,,
25,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
26,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
27,MOJABI GHOST,Tainy,,
28,SABOR FRESA,Fuerza Regida,,
29,Dance The Night (From Barbie The Album),Dua Lipa,,
30,Last Night,Morgan Wallen,,
31,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
32,Anti-Hero,Taylor Swift,,
33,Rush,Troye Sivan,,
34,TQG,KAROL G,,
35,Style,Taylor Swift,,
36,Blank Space,Taylor Swift,,
37,Los del Espacio,LIT killah,,
38,See You Again (feat. Kali Uchis),Tyler The Creator,,
39,TULUM,Peso Pluma,,
40,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
41,El Azul,Junior H & Peso Pluma,,
42,I'm Good (Blue),David Guetta & Bebe Rexha,,
43,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
44,TQM,Fuerza Regida,,
45,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
46,Angels Like You,Miley Cyrus,,
47,I Ain't Worried,OneRepublic,,
48,Die For You,The Weeknd,,
49,Dial Drunk (with Post Malone),Noah Kahan & Post Malone,,
50,Starboy,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,vampire,Olivia Rodrigo,,
4,Cruel Summer,Taylor Swift,,
5,Sprinter,Dave & Central Cee,,
6,fukumean,Gunna,,
7,Columbia,Quevedo,,
8,WHERE SHE GOES,Bad Bunny,,
9,Ella Baila Sola,Eslabon Armado,,
10,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
11,Super Shy,NewJeans,,
12,Daylight,David Kushner,,
13,Flowers,Miley Cyrus,,
14,un x100to,Grupo Frontera & Bad Bunny,,
15,As It Was,Harry Styles,,
16,Kill Bill,SZA,,
17,Cupid - Twin Ver.,FIFTY FIFTY,,
18,Classy 101,Feid & Young Miko,,
19,Like Crazy,Jimin,,
20,What Was I Made For?,Billie Eilish,,
21,I Wanna Be Yours,Arctic Monkeys,,
22,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
23,LADY GAGA,Peso Pluma,,
24,Dance The Night (From Barbie The Album),Dua Lipa,,
25,Calm Down (with Selena Gomez),Rema,,
26,SABOR FRESA,Fuerza Regida,,
27,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
28,MOJABI GHOST,Tainy,,
29,Last Night,Morgan Wallen,,
30,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
31,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
32,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
33,TQG,KAROL G,,
34,Anti-Hero,Taylor Swift,,
35,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
36,Los del Espacio,LIT killah,,
37,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
38,Blank Space,Taylor Swift,,
39,Style,Taylor Swift,,
40,Rush,Troye Sivan,,
41,See You Again (feat. Kali Uchis),Tyler The Creator,,
42,TULUM,Peso Pluma,,
43,I'm Good (Blue),David Guetta & Bebe Rexha,,
44,Angels Like You,Miley Cyrus,,
45,TQM,Fuerza Regida,,
46,I Ain't Worried,OneRepublic,,
47,El Azul,Junior H & Peso Pluma,,
48,Die For You,The Weeknd,,
49,Die For You (with Ariana Grande) - Remix,The Weeknd,,
50,Starboy,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,vampire,Olivia Rodrigo,,
4,Cruel Summer,Taylor Swift,,
5,Columbia,Quevedo,,
6,Sprinter,Dave & Central Cee,,
7,fukumean,Gunna,,
8,WHERE SHE GOES,Bad Bunny,,
9,Ella Baila Sola,Eslabon Armado,,
10,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
11,Super Shy,NewJeans,,
12,un x100to,Grupo Frontera & Bad Bunny,,
13,Daylight,David Kushner,,
14,Flowers,Miley Cyrus,,
15,As It Was,Harry Styles,,
16,Kill Bill,SZA,,
17,Cupid - Twin Ver.,FIFTY FIFTY,,
18,Dance The Night (From Barbie The Album),Dua Lipa,,
19,Classy 101,Feid & Young Miko,,
20,What Was I Made For?,Billie Eilish,,
21,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
22,Like Crazy,Jimin,,
23,LADY GAGA,Peso Pluma,,
24,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
25,I Wanna Be Yours,Arctic Monkeys,,
26,MOJABI GHOST,Tainy,,
27,SABOR FRESA,Fuerza Regida,,
28,Calm Down (with Selena Gomez),Rema,,
29,Last Night,Morgan Wallen,,
30,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
31,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,
32,Rush,Troye Sivan,,
33,TULUM,Peso Pluma,,
34,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
35,Anti-Hero,Taylor Swift,,
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
37,Los del Espacio,LIT killah,,
38,TQG,KAROL G,,
39,Blank Space,Taylor Swift,,
40,I'm Good (Blue),David Guetta & Bebe Rexha,,
41,Style,Taylor Swift,,
42,TQM,Fuerza Regida,,
43,See You Again (feat. Kali Uchis),Tyler The Creator,,
44,I Ain't Worried,OneRepublic,,
45,Die For You,The Weeknd,,
46,Die For You (with Ariana Grande) - Remix,The Weeknd,,
47,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
48,El Azul,Junior H & Peso Pluma,,
49,Angels Like You,Miley Cyrus,,
50,Starboy,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
4,Cruel Summer,Taylor Swift,,
5,vampire,Olivia Rodrigo,,
6,Super Shy,NewJeans,,
7,Columbia,Quevedo,,
8,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
9,Dance The Night (From Barbie The Album),Dua Lipa,,
10,Sprinter,Dave & Central Cee,,
11,Ella Baila Sola,Eslabon Armado,,
12,WHERE SHE GOES,Bad Bunny,,
13,fukumean,Gunna,,
14,un x100to,Grupo Frontera & Bad Bunny,,
15,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
16,What Was I Made For?,Billie Eilish,,
17,Flowers,Miley Cyrus,,
18,As It Was,Harry Styles,,
19,Daylight,David Kushner,,
20,Kill Bill,SZA,,
21,Cupid - Twin Ver.,FIFTY FIFTY,,
22,LADY GAGA,Peso Pluma,,
23,Classy 101,Feid & Young Miko,,
24,SABOR FRESA,Fuerza Regida,,
25,Cool With You,NewJeans,,
26,TULUM,Peso Pluma,,
27,I Wanna Be Yours,Arctic Monkeys,,
28,Last Night,Morgan Wallen,,
29,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
30,Like Crazy,Jimin,,
31,New Jeans,NewJeans,,
32,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
33,Calm Down (with Selena Gomez),Rema,,
34,ETA,NewJeans,,
35,MOJABI GHOST,Tainy,,
36,TQM,Fuerza Regida,,
37,TQG,KAROL G,,
38,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
39,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
40,Los del Espacio,LIT killah,,
41,El Azul,Junior H & Peso Pluma,,
42,I'm Good (Blue),David Guetta & Bebe Rexha,,
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
44,Blank Space,Taylor Swift,,
45,Anti-Hero,Taylor Swift,,
46,See You Again (feat. Kali Uchis),Tyler The Creator,,
47,I Ain't Worried,OneRepublic,,
48,Style,Taylor Swift,,
49,Rush,Troye Sivan,,
50,Tá OK,DENNIS & MC Kevin o Chris,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
4,Cruel Summer,Taylor Swift,,
5,vampire,Olivia Rodrigo,,
6,Super Shy,NewJeans,,
7,Columbia,Quevedo,,
8,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
9,Dance The Night (From Barbie The Album),Dua Lipa,,
10,Sprinter,Dave & Central Cee,,
11,Ella Baila Sola,Eslabon Armado,,
12,WHERE SHE GOES,Bad Bunny,,
13,fukumean,Gunna,,
14,un x100to,Grupo Frontera & Bad Bunny,,
15,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
16,What Was I Made For?,Billie Eilish,,
17,Flowers,Miley Cyrus,,
18,As It Was,Harry Styles,,
19,Daylight,David Kushner,,
20,Kill Bill,SZA,,
21,Cupid - Twin Ver.,FIFTY FIFTY,,
22,LADY GAGA,Peso Pluma,,
23,Classy 101,Feid & Young Miko,,
24,SABOR FRESA,Fuerza Regida,,
25,Cool With You,NewJeans,,
26,TULUM,Peso Pluma,,
27,I Wanna Be Yours,Arctic Monkeys,,
28,Last Night,Morgan Wallen,,
29,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,,
30,Like Crazy,Jimin,,
31,New Jeans,NewJeans,,
32,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,,
33,Calm Down (with Selena Gomez),Rema,,
34,ETA,NewJeans,,
35,MOJABI GHOST,Tainy,,
36,TQM,Fuerza Regida,,
37,TQG,KAROL G,,
38,Frágil,Yahritza Y Su Esencia & Grupo Frontera,,
39,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,
40,Los del Espacio,LIT killah,,
41,El Azul,Junior H & Peso Pluma,,
42,I'm Good (Blue),David Guetta & Bebe Rexha,,
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,
44,Blank Space,Taylor Swift,,
45,Anti-Hero,Taylor Swift,,
46,See You Again (feat. Kali Uchis),Tyler The Creator,,
47,I Ain't Worried,OneRepublic,,
48,Style,Taylor Swift,,
49,Rush,Troye Sivan,,
50,Tá OK,DENNIS & MC Kevin o Chris,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,,
2,LALA,Myke Towers,,
3,Cruel Summer,Taylor Swift,,
4,K-POP,Travis Scott & Bad Bunny & The Weeknd,,
5,vampire,Olivia Rodrigo,,
6,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,,
7,Super Shy,NewJeans,,
8,What Was I Made For?,Billie Eilish,,
9,Dance The Night (From Barbie The Album),Dua Lipa,,
10,Columbia,Quevedo,,
11,Sprinter,Dave & Central Cee,,
12,Ella Baila Sola,Eslabon Armado,,
13,fukumean,Gunna,,
14,WHERE SHE GOES,Bad Bunny,,
15,un x100to,Grupo Frontera & Bad Bunny,,
16,La Bebe - Remix,Yng Lvcas & Peso Pluma,,
